COUNTRY;COUNTRY CODE;STATE;STATE CODE;COUNTY;COUNTY CODE;LOCALITY ID;LOCALITY TYPE;LATITUDE;LONGITUDE
Morocco;MA;Laâyoune-Boujd;MA-15;;;L4402131;P;27.9;-12.4
Morocco;MA;Guelmim-Es Smar;MA-14;;;L4402132;P;28.3;-11.5
Morocco;MA;Laâyoune-Boujd;MA-15;;;L4402133;P;28.2;-11.9
Morocco;MA;Guelmim-Es Smar;MA-14;;;L4402142;P;29;-10.5
Morocco;MA;Guelmim-Es Smar;MA-14;;;L4402144;P;28.5;-10.9
Morocco;MA;Sous-Massa-Draa;MA-13;;;L4402722;P;30.4;-8.9
Morocco;MA;Sous-Massa-Draa;MA-13;;;L4417492;P;30.4;-9.6
Morocco;MA;Marrakech-Tensi;MA-11;;;L4417493;P;31.6;-8
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L4421342;P;33.9;-7
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L4421392;P;33.9;-7
Morocco;MA;Chaouia-Ouardig;MA-09;;;L4421433;P;33.7;-7
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L4429859;H;34;-6.8
Morocco;MA;Tanger-Tétouan;MA-01;;;L4431760;P;35;-6.2
Morocco;MA;Marrakech-Tensi;MA-11;;;L4431843;P;31.6;-8
Morocco;MA;Gharb-Chrarda-B;MA-02;;;L4431927;P;35;-6.3
Morocco;MA;Gharb-Chrarda-B;MA-02;;;L4431942;P;34.9;-6.2
Morocco;MA;Gharb-Chrarda-B;MA-02;;;L4431974;H;34.9;-6.2
Morocco;MA;Sous-Massa-Draa;MA-13;;;L4432422;P;30.6;-9.8
Morocco;MA;Sous-Massa-Draa;MA-13;;;L4432444;P;30;-9.6
Morocco;MA;Tanger-Tétouan;MA-01;;;L4434934;P;35.9;-5.5
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L4435211;H;34;-6.8
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L4437792;P;33.8;-6.8
Morocco;MA;Tadla-Azilal   ;MA-12;;;L4438726;P;32.2;-6.5
Morocco;MA;Tadla-Azilal   ;MA-12;;;L4438751;P;32.3;-6.4
Morocco;MA;Tadla-Azilal   ;MA-12;;;L4444520;P;32.3;-6.4
Morocco;MA;Tadla-Azilal   ;MA-12;;;L4444538;P;32.2;-6.5
Morocco;MA;Marrakech-Tensi;MA-11;;;L4444592;P;32.2;-7.3
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L4444628;H;33.9;-7
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L4444658;H;33.9;-7
Morocco;MA;Chaouia-Ouardig;MA-09;;;L4444752;H;33.7;-7
Morocco;MA;Chaouia-Ouardig;MA-09;;;L4446047;P;32.9;-6.9
Morocco;MA;Chaouia-Ouardig;MA-09;;;L4446663;P;33.7;-6.9
Morocco;MA;Marrakech-Tensi;MA-11;;;L4447658;H;31.5;-8
Morocco;MA;Marrakech-Tensi;MA-11;;;L4447704;P;31.3;-7.7
Morocco;MA;Marrakech-Tensi;MA-11;;;L4453396;P;31.3;-7.7
Morocco;MA;Marrakech-Tensi;MA-11;;;L4453433;P;31.2;-7.9
Morocco;MA;Marrakech-Tensi;MA-11;;;L4453629;P;31.2;-8.1
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L4457865;P;34;-6.8
Morocco;MA;Tanger-Tétouan;MA-01;;;L4461665;P;35.8;-5.8
Morocco;MA;Sous-Massa-Draa;MA-13;;;L4462854;P;30.7;-9.9
Morocco;MA;Sous-Massa-Draa;MA-13;;;L4462861;H;30;-9.6
Morocco;MA;Sous-Massa-Draa;MA-13;;;L4462875;H;30;-9.7
Morocco;MA;Marrakech-Tensi;MA-11;;;L4463396;P;31.5;-9.6
Morocco;MA;Meknès-Tafilal;MA-06;;;L4467376;P;31.5;-4.4
Morocco;MA;Sous-Massa-Draa;MA-13;;;L4468463;P;30.9;-5.9
Morocco;MA;Sous-Massa-Draa;MA-13;;;L4468515;P;30.7;-6.6
Morocco;MA;Sous-Massa-Draa;MA-13;;;L4469172;P;30.8;-7.3
Morocco;MA;Sous-Massa-Draa;MA-13;;;L4469200;P;30.5;-7.4
Morocco;MA;Marrakech-Tensi;MA-11;;;L4469826;P;32.4;-7.9
Morocco;MA;Marrakech-Tensi;MA-11;;;L4469843;P;32.6;-7.8
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L4476133;P;34;-6.8
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L4479827;P;34;-6.8
Morocco;MA;Tanger-Tétouan;MA-01;;;L4504674;P;35.8;-5.8
Morocco;MA;Sous-Massa-Draa;MA-13;;;L4505591;P;30;-9.7
Morocco;MA;Marrakech-Tensi;MA-11;;;L4515083;P;31.6;-8
Morocco;MA;Sous-Massa-Draa;MA-13;;;L4521787;P;31.5;-5.9
Morocco;MA;Sous-Massa-Draa;MA-13;;;L4521806;P;31.5;-5.9
Morocco;MA;Marrakech-Tensi;MA-11;;;L4522087;P;31.6;-8
Morocco;MA;Sous-Massa-Draa;MA-13;;;L4522138;P;31.3;-7.4
Morocco;MA;Grand Casablanc;MA-08;;;L4523303;P;33.6;-7.6
Morocco;MA;Gharb-Chrarda-B;MA-02;;;L4523722;P;34.9;-6.3
Morocco;MA;Marrakech-Tensi;MA-11;;;L4523821;P;32.3;-7.9
Morocco;MA;Marrakech-Tensi;MA-11;;;L4523896;P;31.5;-9.8
Morocco;MA;Sous-Massa-Draa;MA-13;;;L4524473;P;31.5;-5.5
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L4524752;P;33.7;-6.2
Morocco;MA;Doukkala-Abda  ;MA-10;;;L4536211;H;32.7;-9
Morocco;MA;Tanger-Tétouan;MA-01;;;L4536938;H;35.5;-5.9
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L4542273;P;34;-6.8
Morocco;MA;Tanger-Tétouan;MA-01;;;L4542613;H;35.8;-5.9
Morocco;MA;Tanger-Tétouan;MA-01;;;L4542643;P;35.8;-5.8
Morocco;MA;Doukkala-Abda  ;MA-10;;;L4546709;P;32.7;-9
Morocco;MA;Sous-Massa-Draa;MA-13;;;L4547193;H;30.5;-8.9
Morocco;MA;Meknès-Tafilal;MA-06;;;L4547243;P;33.9;-5.6
Morocco;MA;Meknès-Tafilal;MA-06;;;L4547258;P;33.9;-5.6
Morocco;MA;Chaouia-Ouardig;MA-09;;;L4547319;P;33.7;-6.9
Morocco;MA;Marrakech-Tensi;MA-11;;;L4550387;P;31.3;-7.9
Morocco;MA;Tadla-Azilal   ;MA-12;;;L4550518;P;32;-6.7
Morocco;MA;Marrakech-Tensi;MA-11;;;L4550568;P;31.5;-9.5
Morocco;MA;Sous-Massa-Draa;MA-13;;;L4550620;H;31;-7.9
Morocco;MA;Marrakech-Tensi;MA-11;;;L4550640;P;31.6;-8
Morocco;MA;Grand Casablanc;MA-08;;;L4552615;P;33.4;-7.6
Morocco;MA;Meknès-Tafilal;MA-06;;;L4553088;P;33.4;-5.1
Morocco;MA;Meknès-Tafilal;MA-06;;;L4553179;P;32.7;-4.7
Morocco;MA;Tadla-Azilal   ;MA-12;;;L4553212;P;32;-6.6
Morocco;MA;Doukkala-Abda  ;MA-10;;;L4559244;P;35;-10.3
Morocco;MA;Meknès-Tafilal;MA-06;;;L4573852;P;33.4;-5.2
Morocco;MA;Meknès-Tafilal;MA-06;;;L4573855;P;33.7;-5.4
Morocco;MA;Meknès-Tafilal;MA-06;;;L4573872;H;33.3;-5.1
Morocco;MA;Meknès-Tafilal;MA-06;;;L4573878;P;33.1;-5
Morocco;MA;Meknès-Tafilal;MA-06;;;L4574417;P;32.7;-4.7
Morocco;MA;Meknès-Tafilal;MA-06;;;L4574738;P;31.2;-4
Morocco;MA;Meknès-Tafilal;MA-06;;;L4574880;P;31.7;-4.8
Morocco;MA;Marrakech-Tensi;MA-11;;;L4587998;P;31.7;-8
Morocco;MA;Sous-Massa-Draa;MA-13;;;L4595442;P;30.1;-9.6
Morocco;MA;Meknès-Tafilal;MA-06;;;L4609214;P;33.5;-5.2
Morocco;MA;Meknès-Tafilal;MA-06;;;L4609227;P;33.5;-5.2
Morocco;MA;Meknès-Tafilal;MA-06;;;L4611473;P;33.6;-5.1
Morocco;MA;Meknès-Tafilal;MA-06;;;L4611482;P;33.6;-5.2
Morocco;MA;Meknès-Tafilal;MA-06;;;L4611487;P;33.6;-5.4
Morocco;MA;Meknès-Tafilal;MA-06;;;L4611491;P;33.5;-5.5
Morocco;MA;Meknès-Tafilal;MA-06;;;L4611497;H;33.5;-5
Morocco;MA;Meknès-Tafilal;MA-06;;;L4611499;H;33.4;-5.1
Morocco;MA;Meknès-Tafilal;MA-06;;;L4611570;P;33.5;-5.3
Morocco;MA;Meknès-Tafilal;MA-06;;;L4611578;P;33.5;-5.4
Morocco;MA;Meknès-Tafilal;MA-06;;;L4611585;P;33.5;-5.5
Morocco;MA;Meknès-Tafilal;MA-06;;;L4611595;P;33.6;-5.4
Morocco;MA;Meknès-Tafilal;MA-06;;;L4611614;P;33.4;-5.3
Morocco;MA;Meknès-Tafilal;MA-06;;;L4611627;H;33.5;-5.1
Morocco;MA;Meknès-Tafilal;MA-06;;;L4611635;P;33.5;-5.1
Morocco;MA;Meknès-Tafilal;MA-06;;;L4611646;P;33.4;-5.2
Morocco;MA;Doukkala-Abda  ;MA-10;;;L4624447;P;32.5;-8.5
Morocco;MA;Doukkala-Abda  ;MA-10;;;L4624464;P;32.6;-8.4
Morocco;MA;Fès-Boulemane ;MA-05;;;L4624510;H;33.6;-4.9
Morocco;MA;Meknès-Tafilal;MA-06;;;L4624519;H;33.6;-4.9
Morocco;MA;Meknès-Tafilal;MA-06;;;L4624544;P;33.5;-5.2
Morocco;MA;Meknès-Tafilal;MA-06;;;L4624564;H;33.2;-5.1
Morocco;MA;Meknès-Tafilal;MA-06;;;L4624591;P;33.2;-5.1
Morocco;MA;Meknès-Tafilal;MA-06;;;L4624607;P;33.4;-5.2
Morocco;MA;Meknès-Tafilal;MA-06;;;L4624625;P;33.4;-5.2
Morocco;MA;Meknès-Tafilal;MA-06;;;L4624651;P;33.3;-5.3
Morocco;MA;Meknès-Tafilal;MA-06;;;L4624666;H;33.4;-5.2
Morocco;MA;Grand Casablanc;MA-08;;;L4627151;P;33.6;-7.6
Morocco;MA;Meknès-Tafilal;MA-06;;;L4629272;P;33.4;-5.1
Morocco;MA;Meknès-Tafilal;MA-06;;;L4640174;P;32.8;-4.8
Morocco;MA;Meknès-Tafilal;MA-06;;;L4640197;P;31.1;-4
Morocco;MA;Sous-Massa-Draa;MA-13;;;L4640232;P;31.5;-5.5
Morocco;MA;Sous-Massa-Draa;MA-13;;;L4640254;P;30.9;-7
Morocco;MA;Sous-Massa-Draa;MA-13;;;L4640267;P;31;-7.1
Morocco;MA;Marrakech-Tensi;MA-11;;;L4640311;P;31.6;-8
Morocco;MA;Tanger-Tétouan;MA-01;;;L4644252;P;35.8;-5.8
Morocco;MA;Tanger-Tétouan;MA-01;;;L4650404;P;35.8;-5.8
Morocco;MA;Tanger-Tétouan;MA-01;;;L4665952;P;35.8;-5.8
Morocco;MA;Tanger-Tétouan;MA-01;;;L4665958;P;35.8;-5.8
Morocco;MA;Tanger-Tétouan;MA-01;;;L4666833;P;35.8;-5.8
Morocco;MA;Tanger-Tétouan;MA-01;;;L4666834;P;35.8;-5.8
Morocco;MA;Tanger-Tétouan;MA-01;;;L4666841;P;35.8;-5.8
Morocco;MA;Tanger-Tétouan;MA-01;;;L4666853;P;35.9;-5.4
Morocco;MA;Marrakech-Tensi;MA-11;;;L4674413;P;31.5;-9.8
Morocco;MA;Meknès-Tafilal;MA-06;;;L4676696;P;32.1;-4.4
Morocco;MA;Meknès-Tafilal;MA-06;;;L4676697;P;31.3;-4.1
Morocco;MA;Meknès-Tafilal;MA-06;;;L4676698;P;31.3;-4.1
Morocco;MA;Meknès-Tafilal;MA-06;;;L4676699;P;31.2;-4
Morocco;MA;Meknès-Tafilal;MA-06;;;L4676700;P;32.8;-4.9
Morocco;MA;Meknès-Tafilal;MA-06;;;L4676702;P;31.8;-4.2
Morocco;MA;Meknès-Tafilal;MA-06;;;L4676704;P;33.7;-5.4
Morocco;MA;Fès-Boulemane ;MA-05;;;L4676707;P;33.5;-4.5
Morocco;MA;Fès-Boulemane ;MA-05;;;L4676708;P;33.5;-4.5
Morocco;MA;Fès-Boulemane ;MA-05;;;L4676710;P;33.5;-4.5
Morocco;MA;Fès-Boulemane ;MA-05;;;L4676711;P;33.2;-4.5
Morocco;MA;Taza-Al Hoceima;MA-03;;;L4676712;P;33.9;-3.3
Morocco;MA;Taza-Al Hoceima;MA-03;;;L4676714;P;34.1;-4
Morocco;MA;Taza-Al Hoceima;MA-03;;;L4676715;P;34.1;-4
Morocco;MA;Taza-Al Hoceima;MA-03;;;L4676716;P;34.1;-4
Morocco;MA;Fès-Boulemane ;MA-05;;;L4676717;P;33.2;-4.7
Morocco;MA;Taza-Al Hoceima;MA-03;;;L4676718;P;34.1;-4.1
Morocco;MA;Taza-Al Hoceima;MA-03;;;L4676719;P;34.1;-4.1
Morocco;MA;Taza-Al Hoceima;MA-03;;;L4676720;P;34.1;-4.1
Morocco;MA;Meknès-Tafilal;MA-06;;;L4676721;P;32.7;-5.4
Morocco;MA;Meknès-Tafilal;MA-06;;;L4676722;P;32.7;-5.5
Morocco;MA;Meknès-Tafilal;MA-06;;;L4676723;P;33.2;-5.4
Morocco;MA;Meknès-Tafilal;MA-06;;;L4676724;P;33.6;-5.1
Morocco;MA;Meknès-Tafilal;MA-06;;;L4676725;P;33.6;-5.1
Morocco;MA;Meknès-Tafilal;MA-06;;;L4676728;P;33.5;-5.2
Morocco;MA;L'Oriental     ;MA-04;;;L4676729;P;34;-3
Morocco;MA;L'Oriental     ;MA-04;;;L4676730;P;34.1;-3
Morocco;MA;L'Oriental     ;MA-04;;;L4676733;P;34;-2.6
Morocco;MA;L'Oriental     ;MA-04;;;L4676734;P;34;-2.2
Morocco;MA;Gharb-Chrarda-B;MA-02;;;L4676735;P;34.9;-6.2
Morocco;MA;Gharb-Chrarda-B;MA-02;;;L4676736;P;34.9;-6.3
Morocco;MA;Tanger-Tétouan;MA-01;;;L4676739;P;35.2;-6.1
Morocco;MA;Tanger-Tétouan;MA-01;;;L4676740;P;35.2;-6.1
Morocco;MA;Tanger-Tétouan;MA-01;;;L4676741;P;35.2;-6.1
Morocco;MA;Tanger-Tétouan;MA-01;;;L4676742;P;35.9;-5.5
Morocco;MA;L'Oriental     ;MA-04;;;L4676743;P;33.8;-2
Morocco;MA;L'Oriental     ;MA-04;;;L4676744;P;34;-2.5
Morocco;MA;L'Oriental     ;MA-04;;;L4676745;P;33.5;-1.9
Morocco;MA;Tanger-Tétouan;MA-01;;;L4676746;P;35.2;-6.1
Morocco;MA;Gharb-Chrarda-B;MA-02;;;L4676747;P;34.9;-6
Morocco;MA;Gharb-Chrarda-B;MA-02;;;L4676748;P;34.9;-5.9
Morocco;MA;Meknès-Tafilal;MA-06;;;L4692272;P;30.9;-4
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L4692506;P;33.8;-6
Morocco;MA;Tanger-Tétouan;MA-01;;;L4697551;P;35.9;-5.4
Morocco;MA;L'Oriental     ;MA-04;;;L4733696;P;34;-2.1
Morocco;MA;L'Oriental     ;MA-04;;;L4733709;P;34;-2.1
Morocco;MA;L'Oriental     ;MA-04;;;L4733720;P;34;-2.1
Morocco;MA;Meknès-Tafilal;MA-06;;;L4744493;P;33.5;-5.2
Morocco;MA;Meknès-Tafilal;MA-06;;;L4744697;P;33.6;-5.3
Morocco;MA;Gharb-Chrarda-B;MA-02;;;L4752795;P;34.2;-6.6
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L4783180;P;34;-6.8
Morocco;MA;Meknès-Tafilal;MA-06;;;L4809995;H;31.9;-4.3
Morocco;MA;Tanger-Tétouan;MA-01;;;L4814231;P;35.6;-5.5
Morocco;MA;Tanger-Tétouan;MA-01;;;L4814236;P;35.2;-5.3
Morocco;MA;Meknès-Tafilal;MA-06;;;L4814248;P;33.4;-5.2
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L4815069;P;34;-6.8
Morocco;MA;Tanger-Tétouan;MA-01;;;L4823069;H;35.4;-6.1
Morocco;MA;Meknès-Tafilal;MA-06;;;L4853440;P;31.1;-4
Morocco;MA;Tanger-Tétouan;MA-01;;;L4853471;P;35.5;-6
Morocco;MA;Meknès-Tafilal;MA-06;;;L4855974;P;34.1;-5.5
Morocco;MA;Doukkala-Abda  ;MA-10;;;L4858163;P;33;-8.7
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L4864759;H;34;-6.8
Morocco;MA;Meknès-Tafilal;MA-06;;;L4867245;P;33.4;-5.3
Morocco;MA;Tanger-Tétouan;MA-01;;;L4908599;P;35.8;-5.8
Morocco;MA;Tanger-Tétouan;MA-01;;;L4908601;P;35.2;-5.3
Morocco;MA;Doukkala-Abda  ;MA-10;;;L4916547;P;32.9;-8.8
Morocco;MA;Doukkala-Abda  ;MA-10;;;L4916558;P;32.7;-8.9
Morocco;MA;Sous-Massa-Draa;MA-13;;;L4917123;P;31.5;-6
Morocco;MA;Sous-Massa-Draa;MA-13;;;L4918199;P;31.5;-5.5
Morocco;MA;Meknès-Tafilal;MA-06;;;L4923532;P;31.8;-4.8
Morocco;MA;Meknès-Tafilal;MA-06;;;L4925156;P;31.7;-4.2
Morocco;MA;Meknès-Tafilal;MA-06;;;L4925175;P;31.3;-4
Morocco;MA;Fès-Boulemane ;MA-05;;;L4925886;P;34.1;-5
Morocco;MA;Fès-Boulemane ;MA-05;;;L4927822;P;34.1;-5
Morocco;MA;Sous-Massa-Draa;MA-13;;;L4929427;P;31;-7.2
Morocco;MA;Marrakech-Tensi;MA-11;;;L4929446;P;31.7;-8.1
Morocco;MA;Marrakech-Tensi;MA-11;;;L4929515;P;31.3;-8
Morocco;MA;Meknès-Tafilal;MA-06;;;L4932292;P;31.1;-4
Morocco;MA;Meknès-Tafilal;MA-06;;;L4938855;P;31.2;-4
Morocco;MA;Meknès-Tafilal;MA-06;;;L4938857;P;31.1;-4
Morocco;MA;Sous-Massa-Draa;MA-13;;;L4939068;P;31.4;-6
Morocco;MA;Marrakech-Tensi;MA-11;;;L4943152;P;31.2;-7.8
Morocco;MA;Meknès-Tafilal;MA-06;;;L4982113;H;31.1;-4
Morocco;MA;Sous-Massa-Draa;MA-13;;;L4997393;P;31.1;-7.3
Morocco;MA;Sous-Massa-Draa;MA-13;;;L4997402;P;30.7;-6.1
Morocco;MA;Meknès-Tafilal;MA-06;;;L4997421;P;30.9;-5.3
Morocco;MA;Meknès-Tafilal;MA-06;;;L4997426;P;31.1;-4
Morocco;MA;Meknès-Tafilal;MA-06;;;L4997432;H;31.1;-4
Morocco;MA;Meknès-Tafilal;MA-06;;;L4997438;P;31.1;-4
Morocco;MA;Meknès-Tafilal;MA-06;;;L4999706;P;31.9;-4.3
Morocco;MA;Chaouia-Ouardig;MA-09;;;L4999986;P;33.1;-7.3
Morocco;MA;Tanger-Tétouan;MA-01;;;L5040681;P;35.2;-5.3
Morocco;MA;Tanger-Tétouan;MA-01;;;L5040685;P;35.2;-6.1
Morocco;MA;Gharb-Chrarda-B;MA-02;;;L5040687;P;34.2;-6.7
Morocco;MA;Doukkala-Abda  ;MA-10;;;L5040688;P;33.2;-8.5
Morocco;MA;Doukkala-Abda  ;MA-10;;;L5040691;P;32.3;-9.2
Morocco;MA;Marrakech-Tensi;MA-11;;;L5040693;P;31.5;-9.8
Morocco;MA;Sous-Massa-Draa;MA-13;;;L5040694;P;29.7;-9.7
Morocco;MA;Guelmim-Es Smar;MA-14;;;L5040696;P;29;-10.6
Morocco;MA;Tanger-Tétouan;MA-01;;;L5040697;P;35.8;-5.9
Morocco;MA;Tanger-Tétouan;MA-01;;;L5040699;P;35.9;-5.4
Morocco;MA;Marrakech-Tensi;MA-11;;;L5048255;P;31.3;-7.9
Morocco;MA;Meknès-Tafilal;MA-06;;;L5048281;P;31.8;-4.8
Morocco;MA;Meknès-Tafilal;MA-06;;;L5049389;P;32;-4.5
Morocco;MA;Sous-Massa-Draa;MA-13;;;L5052312;P;29.2;-10.3
Morocco;MA;Grand Casablanc;MA-08;;;L5069373;P;33.6;-7.7
Morocco;MA;Sous-Massa-Draa;MA-13;;;L5076757;P;30.9;-6.9
Morocco;MA;Sous-Massa-Draa;MA-13;;;L5076776;P;31;-6.8
Morocco;MA;Sous-Massa-Draa;MA-13;;;L5076784;P;31.1;-6.6
Morocco;MA;Sous-Massa-Draa;MA-13;;;L5076798;P;31.2;-6.1
Morocco;MA;Meknès-Tafilal;MA-06;;;L5078529;P;31.2;-3.9
Morocco;MA;Sous-Massa-Draa;MA-13;;;L5078607;P;30.1;-9.7
Morocco;MA;Meknès-Tafilal;MA-06;;;L5078613;P;31.2;-3.9
Morocco;MA;Marrakech-Tensi;MA-11;;;L5078979;P;31.2;-8.1
Morocco;MA;Marrakech-Tensi;MA-11;;;L5078989;P;31.3;-8
Morocco;MA;Marrakech-Tensi;MA-11;;;L5079000;P;31.5;-7.4
Morocco;MA;Sous-Massa-Draa;MA-13;;;L5079038;P;31.4;-5.8
Morocco;MA;Sous-Massa-Draa;MA-13;;;L5079048;P;31.4;-5.9
Morocco;MA;Sous-Massa-Draa;MA-13;;;L5079054;P;31.3;-5.9
Morocco;MA;Meknès-Tafilal;MA-06;;;L5079106;P;31.3;-4.3
Morocco;MA;Sous-Massa-Draa;MA-13;;;L5079158;P;30.1;-9.7
Morocco;MA;Sous-Massa-Draa;MA-13;;;L5079165;P;30;-9.7
Morocco;MA;Sous-Massa-Draa;MA-13;;;L5079185;P;30;-9.7
Morocco;MA;Sous-Massa-Draa;MA-13;;;L5079220;P;30.4;-9.6
Morocco;MA;Sous-Massa-Draa;MA-13;;;L5079727;P;31;-6.7
Morocco;MA;Fès-Boulemane ;MA-05;;;L5093263;P;33.2;-4.5
Morocco;MA;Fès-Boulemane ;MA-05;;;L5093342;P;33.2;-3.9
Morocco;MA;Meknès-Tafilal;MA-06;;;L5093373;P;32.6;-4.5
Morocco;MA;Marrakech-Tensi;MA-11;;;L5093458;P;31.6;-8
Morocco;MA;L'Oriental     ;MA-04;;;L5093827;H;32;-3.1
Morocco;MA;L'Oriental     ;MA-04;;;L5093886;H;32.1;-2.9
Morocco;MA;L'Oriental     ;MA-04;;;L5094157;P;32;-3
Morocco;MA;L'Oriental     ;MA-04;;;L5094167;P;32;-3
Morocco;MA;L'Oriental     ;MA-04;;;L5094179;H;32;-3
Morocco;MA;Meknès-Tafilal;MA-06;;;L5094206;H;32;-3.6
Morocco;MA;Meknès-Tafilal;MA-06;;;L5094222;H;31.9;-4.4
Morocco;MA;Meknès-Tafilal;MA-06;;;L5094269;H;33.4;-5.2
Morocco;MA;Sous-Massa-Draa;MA-13;;;L5126278;P;30;-9.7
Morocco;MA;Sous-Massa-Draa;MA-13;;;L5129153;H;31.4;-5.8
Morocco;MA;Meknès-Tafilal;MA-06;;;L5129253;H;31.3;-4.4
Morocco;MA;Meknès-Tafilal;MA-06;;;L5132477;P;33.9;-5.6
Morocco;MA;Marrakech-Tensi;MA-11;;;L5142045;P;31.3;-7.8
Morocco;MA;Marrakech-Tensi;MA-11;;;L5142053;P;31.2;-7.8
Morocco;MA;Marrakech-Tensi;MA-11;;;L5142058;P;31.2;-7.9
Morocco;MA;Sous-Massa-Draa;MA-13;;;L5142069;P;30;-9.6
Morocco;MA;Sous-Massa-Draa;MA-13;;;L5142072;P;30.2;-9.5
Morocco;MA;Sous-Massa-Draa;MA-13;;;L5142537;P;30.7;-9.9
Morocco;MA;Sous-Massa-Draa;MA-13;;;L5142568;P;31;-7.2
Morocco;MA;Meknès-Tafilal;MA-06;;;L5142602;P;31.3;-4.1
Morocco;MA;Meknès-Tafilal;MA-06;;;L5142619;P;31.4;-4.2
Morocco;MA;Meknès-Tafilal;MA-06;;;L5142629;P;31.4;-4.2
Morocco;MA;Meknès-Tafilal;MA-06;;;L5142636;P;31.2;-4.1
Morocco;MA;Meknès-Tafilal;MA-06;;;L5142641;H;31.2;-4.3
Morocco;MA;Meknès-Tafilal;MA-06;;;L5142651;P;33.1;-5
Morocco;MA;Meknès-Tafilal;MA-06;;;L5142661;P;33.2;-5.1
Morocco;MA;Meknès-Tafilal;MA-06;;;L5142664;P;33.4;-5.2
Morocco;MA;Meknès-Tafilal;MA-06;;;L5142668;P;33.5;-5.1
Morocco;MA;Chaouia-Ouardig;MA-09;;;L5144845;P;33.5;-8
Morocco;MA;L'Oriental     ;MA-04;;;L5146431;P;32.1;-1.2
Morocco;MA;Taza-Al Hoceima;MA-03;;;L5146475;P;34.3;-3.7
Morocco;MA;L'Oriental     ;MA-04;;;L5146480;H;34.5;-3
Morocco;MA;L'Oriental     ;MA-04;;;L5146494;H;34.7;-3
Morocco;MA;L'Oriental     ;MA-04;;;L5146502;H;32.5;-1.7
Morocco;MA;L'Oriental     ;MA-04;;;L5146520;P;32.5;-1.8
Morocco;MA;L'Oriental     ;MA-04;;;L5146542;P;32.4;-1.7
Morocco;MA;L'Oriental     ;MA-04;;;L5146577;P;32.3;-1.7
Morocco;MA;L'Oriental     ;MA-04;;;L5146602;H;32.2;-1.6
Morocco;MA;L'Oriental     ;MA-04;;;L5146608;P;32.2;-1.6
Morocco;MA;L'Oriental     ;MA-04;;;L5148440;P;32.2;-1.4
Morocco;MA;L'Oriental     ;MA-04;;;L5148446;P;32.1;-1.3
Morocco;MA;L'Oriental     ;MA-04;;;L5148451;P;32.1;-1.2
Morocco;MA;L'Oriental     ;MA-04;;;L5148466;P;33.7;-3
Morocco;MA;L'Oriental     ;MA-04;;;L5148467;P;34;-3
Morocco;MA;L'Oriental     ;MA-04;;;L5148469;P;34.2;-3.1
Morocco;MA;Taza-Al Hoceima;MA-03;;;L5148472;P;34.2;-3.9
Morocco;MA;Marrakech-Tensi;MA-11;;;L5152348;P;31.6;-7.9
Morocco;MA;Sous-Massa-Draa;MA-13;;;L5152396;P;31.4;-5.8
Morocco;MA;Meknès-Tafilal;MA-06;;;L5152430;H;31.8;-4.8
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L5152438;P;33.8;-6.1
Morocco;MA;Fès-Boulemane ;MA-05;;;L5152440;P;34;-5
Morocco;MA;Meknès-Tafilal;MA-06;;;L5152480;P;31.2;-4.1
Morocco;MA;Meknès-Tafilal;MA-06;;;L5152495;P;31.3;-4.2
Morocco;MA;Meknès-Tafilal;MA-06;;;L5152737;H;31.3;-4.3
Morocco;MA;Meknès-Tafilal;MA-06;;;L5152783;P;31.3;-4.1
Morocco;MA;Meknès-Tafilal;MA-06;;;L5152801;P;31.3;-4.3
Morocco;MA;Meknès-Tafilal;MA-06;;;L5152821;P;31.2;-4.3
Morocco;MA;Meknès-Tafilal;MA-06;;;L5152836;P;31.6;-4.7
Morocco;MA;Sous-Massa-Draa;MA-13;;;L5152848;P;31;-6.7
Morocco;MA;Sous-Massa-Draa;MA-13;;;L5152881;P;30.9;-6.8
Morocco;MA;Marrakech-Tensi;MA-11;;;L5152903;P;31.2;-7.8
Morocco;MA;Marrakech-Tensi;MA-11;;;L5152998;P;31.3;-7.8
Morocco;MA;Marrakech-Tensi;MA-11;;;L5153017;P;31.4;-7.8
Morocco;MA;Sous-Massa-Draa;MA-13;;;L5153264;H;31.3;-5.9
Morocco;MA;Grand Casablanc;MA-08;;;L5158174;P;33.6;-7.7
Morocco;MA;Grand Casablanc;MA-08;;;L5163045;P;33.4;-7.6
Morocco;MA;Sous-Massa-Draa;MA-13;;;L5164291;P;31.4;-6
