COUNTRY;COUNTRY CODE;STATE;STATE CODE;COUNTY;COUNTY CODE;LOCALITY ID;LOCALITY TYPE;LATITUDE;LONGITUDE
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1386676;P;30.5;-9.5
Morocco;MA;Doukkala-Abda  ;MA-10;;;L1389498;P;32.7;-9
Morocco;MA;Doukkala-Abda  ;MA-10;;;L1389501;P;33.1;-8.6
Morocco;MA;Tanger-Tétouan;MA-01;;;L1393277;P;35;-4.2
Morocco;MA;Fès-Boulemane ;MA-05;;;L1394557;P;33;-4
Morocco;MA;Fès-Boulemane ;MA-05;;;L1394921;P;33;-4
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L1394949;P;34.1;-6.8
Morocco;MA;Fès-Boulemane ;MA-05;;;L1397544;P;33;-4
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L1397602;P;34;-6.8
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1400083;P;30.4;-9.5
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1400085;P;30.4;-9.5
Morocco;MA;Meknès-Tafilal;MA-06;;;L1400098;H;31.3;-4
Morocco;MA;Meknès-Tafilal;MA-06;;;L1400113;P;31.2;-4.8
Morocco;MA;Tanger-Tétouan;MA-01;;;L1400314;P;35.8;-5.8
Morocco;MA;Meknès-Tafilal;MA-06;;;L1401905;P;32.8;-4.6
Morocco;MA;Marrakech-Tensi;MA-11;;;L1402819;P;31.3;-8
Morocco;MA;Fès-Boulemane ;MA-05;;;L1403434;P;33.3;-4
Morocco;MA;Tanger-Tétouan;MA-01;;;L1404003;P;35.8;-5.9
Morocco;MA;Tanger-Tétouan;MA-01;;;L1405097;P;34.9;-4.3
Morocco;MA;Fès-Boulemane ;MA-05;;;L1406250;P;33.3;-3.8
Morocco;MA;Tanger-Tétouan;MA-01;;;L1407774;P;35.8;-5.8
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1409293;H;30.7;-8
Morocco;MA;L'Oriental     ;MA-04;;;L1410298;P;35.1;-2.4
Morocco;MA;Meknès-Tafilal;MA-06;;;L1415047;P;33.8;-5.5
Morocco;MA;Marrakech-Tensi;MA-11;;;L1415072;P;31.6;-8
Morocco;MA;Marrakech-Tensi;MA-11;;;L1419447;P;31.7;-7.3
Morocco;MA;Marrakech-Tensi;MA-11;;;L1420232;P;31.6;-8
Morocco;MA;Grand Casablanc;MA-08;;;L1422410;P;33.6;-7.6
Morocco;MA;Tanger-Tétouan;MA-01;;;L1424755;P;35.8;-5.8
Morocco;MA;Marrakech-Tensi;MA-11;;;L1427804;P;31.3;-7.9
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1428031;P;30.4;-9.6
Morocco;MA;Meknès-Tafilal;MA-06;;;L1439186;P;31.7;-4.2
Morocco;MA;Guelmim-Es Smar;MA-14;;;L1440416;P;29;-9.8
Morocco;MA;Grand Casablanc;MA-08;;;L1452126;P;33.6;-7.6
Morocco;MA;Taza-Al Hoceima;MA-03;;;L1454788;P;34.3;-4.1
Morocco;MA;Taza-Al Hoceima;MA-03;;;L1455988;P;34.2;-4
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1461840;H;29.9;-9.6
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L1461909;P;33.8;-6.1
Morocco;MA;Marrakech-Tensi;MA-11;;;L1462546;P;31.6;-8
Morocco;MA;Grand Casablanc;MA-08;;;L1465702;P;33.6;-7.6
Morocco;MA;Marrakech-Tensi;MA-11;;;L1465820;P;31.5;-9.8
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L1467169;P;34;-6.9
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1470417;P;30.9;-9.8
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1472378;P;30.4;-9.6
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L1478024;P;34.1;-6.8
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L1484091;P;34;-6.9
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1485176;H;30.6;-9.5
Morocco;MA;Guelmim-Es Smar;MA-14;;;L1485178;H;28.3;-11.5
Morocco;MA;Marrakech-Tensi;MA-11;;;L1488261;H;31.3;-7.4
Morocco;MA;Doukkala-Abda  ;MA-10;;;L1489363;P;32.7;-9
Morocco;MA;Tanger-Tétouan;MA-01;;;L1489473;P;35.7;-5.9
Morocco;MA;Meknès-Tafilal;MA-06;;;L1492081;P;33.4;-5.2
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1492105;P;30.6;-9.9
Morocco;MA;Meknès-Tafilal;MA-06;;;L1492356;H;31.2;-4
Morocco;MA;Meknès-Tafilal;MA-06;;;L1492364;H;31.1;-4.1
Morocco;MA;Marrakech-Tensi;MA-11;;;L1493682;P;31.1;-7.9
Morocco;MA;Marrakech-Tensi;MA-11;;;L1498669;H;31.2;-7.8
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1499537;P;30.3;-9.4
Morocco;MA;Guelmim-Es Smar;MA-14;;;L1499549;P;28.8;-10.4
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1499587;P;31.1;-6.4
Morocco;MA;Meknès-Tafilal;MA-06;;;L1499591;P;31.3;-4.1
Morocco;MA;Meknès-Tafilal;MA-06;;;L1499596;P;31.3;-4.2
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1499607;P;30.6;-8.3
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1499609;P;30.5;-8.5
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1499617;P;30;-9.6
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1499628;P;30.3;-9.5
Morocco;MA;Marrakech-Tensi;MA-11;;;L1511659;P;31.8;-7
Morocco;MA;Grand Casablanc;MA-08;;;L1512642;P;33.5;-7.6
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1519691;P;29.6;-10
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1538877;P;30.7;-6.4
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1545519;P;30.8;-9.8
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1572992;P;30.9;-6.9
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1573038;H;29.6;-8.9
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1573052;H;30.2;-9.6
Morocco;MA;Grand Casablanc;MA-08;;;L1580939;P;33.6;-7.6
Morocco;MA;Fès-Boulemane ;MA-05;;;L1583219;P;33.1;-4.3
Morocco;MA;Fès-Boulemane ;MA-05;;;L1583219;P;33;-4
Morocco;MA;Marrakech-Tensi;MA-11;;;L1585640;P;31.3;-9.8
Morocco;MA;Tanger-Tétouan;MA-01;;;L1594599;P;35.5;-6
Morocco;MA;Tanger-Tétouan;MA-01;;;L1598965;P;35.5;-6
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L1599533;P;33.9;-6.8
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L1605437;P;34;-6.6
Morocco;MA;Fès-Boulemane ;MA-05;;;L1609833;P;33;-4.1
Morocco;MA;Meknès-Tafilal;MA-06;;;L1612398;P;32.8;-4.6
Morocco;MA;Fès-Boulemane ;MA-05;;;L1612401;P;32.8;-4.3
Morocco;MA;Tanger-Tétouan;MA-01;;;L1613410;P;35.5;-6
Morocco;MA;Chaouia-Ouardig;MA-09;;;L1616644;P;33.8;-7.1
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L1617757;P;34.1;-6.8
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L1617777;P;33.9;-6.6
Morocco;MA;Guelmim-Es Smar;MA-14;;;L1619140;P;28.8;-10.4
Morocco;MA;Tanger-Tétouan;MA-01;;;L1619635;P;35.8;-5.9
Morocco;MA;Grand Casablanc;MA-08;;;L1619714;P;33.5;-7.6
Morocco;MA;Guelmim-Es Smar;MA-14;;;L1620040;P;28.3;-11.6
Morocco;MA;Guelmim-Es Smar;MA-14;;;L1620047;P;28.5;-11.1
Morocco;MA;Guelmim-Es Smar;MA-14;;;L1620049;P;28.6;-11.1
Morocco;MA;Laâyoune-Boujd;MA-15;;;L1620405;P;28.1;-12.1
Morocco;MA;Tanger-Tétouan;MA-01;;;L1623679;P;35.8;-5.6
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L1625004;P;34;-6.8
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L1625455;P;33.9;-6.8
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L1626251;P;34;-6.9
Morocco;MA;Chaouia-Ouardig;MA-09;;;L1630609;H;33.2;-7.1
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L1632596;P;33.6;-6.7
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L1634078;P;34;-6.8
Morocco;MA;Marrakech-Tensi;MA-11;;;L1634231;P;31.7;-8
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1637091;P;29.1;-10.1
Morocco;MA;Guelmim-Es Smar;MA-14;;;L1637127;P;29;-10.4
Morocco;MA;Guelmim-Es Smar;MA-14;;;L1639040;H;28.8;-10.4
Morocco;MA;Laâyoune-Boujd;MA-15;;;L1640016;P;28;-12.1
Morocco;MA;Laâyoune-Boujd;MA-15;;;L1640543;P;28.1;-12
Morocco;MA;Tanger-Tétouan;MA-01;;;L1642650;P;35.9;-5.4
Morocco;MA;Marrakech-Tensi;MA-11;;;L1645382;P;31.6;-8
Morocco;MA;Marrakech-Tensi;MA-11;;;L1646144;P;31.4;-8.1
Morocco;MA;Marrakech-Tensi;MA-11;;;L1646155;P;31.7;-8.3
Morocco;MA;Tanger-Tétouan;MA-01;;;L1646309;P;35.2;-6
Morocco;MA;Fès-Boulemane ;MA-05;;;L1646756;P;32.9;-4
Morocco;MA;Fès-Boulemane ;MA-05;;;L1646777;P;33;-4.1
Morocco;MA;Tanger-Tétouan;MA-01;;;L1647256;P;35;-5.9
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1648564;P;31.1;-7.4
Morocco;MA;Tadla-Azilal   ;MA-12;;;L1649336;P;31.7;-6.4
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1650148;P;29.9;-9.6
Morocco;MA;Tadla-Azilal   ;MA-12;;;L1650368;P;31.7;-6.4
Morocco;MA;Tadla-Azilal   ;MA-12;;;L1650853;P;31.7;-6.4
Morocco;MA;Tadla-Azilal   ;MA-12;;;L1650853;P;31.7;-6.4
Morocco;MA;Guelmim-Es Smar;MA-14;;;L1650904;P;28.9;-9.8
Morocco;MA;Guelmim-Es Smar;MA-14;;;L1651317;P;29.1;-9.8
Morocco;MA;Guelmim-Es Smar;MA-14;;;L1651345;P;28.9;-10
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1652026;P;30.4;-9.6
Morocco;MA;Marrakech-Tensi;MA-11;;;L1652026;P;31.2;-9
Morocco;MA;Marrakech-Tensi;MA-11;;;L1652026;P;31.7;-8
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1652027;P;30.5;-8.9
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1652027;P;30.2;-9.6
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1652027;P;30.4;-8.7
Morocco;MA;Tanger-Tétouan;MA-01;;;L1652273;P;35.5;-6
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1652369;P;30.4;-9.6
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1652372;H;29.9;-9.6
Morocco;MA;Tanger-Tétouan;MA-01;;;L1652640;P;35;-5.9
Morocco;MA;Tanger-Tétouan;MA-01;;;L1652708;P;35;-6
Morocco;MA;Tanger-Tétouan;MA-01;;;L1652733;P;35;-6
Morocco;MA;Tanger-Tétouan;MA-01;;;L1652961;P;35;-6
Morocco;MA;Tanger-Tétouan;MA-01;;;L1653005;P;35;-5.9
Morocco;MA;Tanger-Tétouan;MA-01;;;L1653857;P;35.5;-6
Morocco;MA;Marrakech-Tensi;MA-11;;;L1653996;P;31.6;-7.9
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1654636;P;30.8;-6
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1654642;P;29.5;-10.1
Morocco;MA;Fès-Boulemane ;MA-05;;;L1656065;P;34;-5
Morocco;MA;Meknès-Tafilal;MA-06;;;L1659523;P;31.1;-4
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L1660324;P;33.9;-7
Morocco;MA;Tanger-Tétouan;MA-01;;;L1661561;H;35.7;-5.9
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L1661715;P;34.1;-6.8
Morocco;MA;Grand Casablanc;MA-08;;;L1662387;P;33.6;-7.7
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1662639;P;30.5;-8.9
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1663242;P;31.6;-6.3
Morocco;MA;Tadla-Azilal   ;MA-12;;;L1663247;P;31.8;-6.1
Morocco;MA;Tadla-Azilal   ;MA-12;;;L1663252;P;31.6;-6.5
Morocco;MA;Tadla-Azilal   ;MA-12;;;L1663259;P;31.7;-7
Morocco;MA;Chaouia-Ouardig;MA-09;;;L1663860;H;33.1;-7.1
Morocco;MA;Tanger-Tétouan;MA-01;;;L1664146;P;35.6;-5.4
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1664230;P;29.8;-8.9
Morocco;MA;Marrakech-Tensi;MA-11;;;L1664708;P;31.5;-9.8
Morocco;MA;Marrakech-Tensi;MA-11;;;L1664719;P;31.3;-7.8
Morocco;MA;Marrakech-Tensi;MA-11;;;L1665404;P;31.4;-7.8
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L1665412;P;33.9;-7
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1665986;P;29.5;-8.9
Morocco;MA;Marrakech-Tensi;MA-11;;;L1666068;P;31.6;-8
Morocco;MA;Marrakech-Tensi;MA-11;;;L1666335;P;31.3;-8
Morocco;MA;Marrakech-Tensi;MA-11;;;L1666572;P;31.2;-8
Morocco;MA;Marrakech-Tensi;MA-11;;;L1666778;P;31.6;-8
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1667134;P;30.8;-8.4
Morocco;MA;Marrakech-Tensi;MA-11;;;L1667362;P;31.4;-8.5
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1668154;P;30.7;-9.2
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L1668446;P;33.9;-6.8
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L1668447;P;33.9;-6.8
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1668450;P;30.1;-9.7
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1669022;P;30.1;-9.6
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1669034;P;30;-9.7
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1669036;P;30.1;-9.6
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1670295;P;31.3;-5.9
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1670399;P;30.5;-9.4
Morocco;MA;Marrakech-Tensi;MA-11;;;L1670534;P;31.3;-8.8
Morocco;MA;Doukkala-Abda  ;MA-10;;;L1673145;P;33.2;-8.5
Morocco;MA;Marrakech-Tensi;MA-11;;;L1674365;P;31.3;-7.4
Morocco;MA;Meknès-Tafilal;MA-06;;;L1674368;P;31.4;-4.2
Morocco;MA;Marrakech-Tensi;MA-11;;;L1675608;P;31.5;-9.8
Morocco;MA;Tanger-Tétouan;MA-01;;;L1676466;P;35.7;-5.9
Morocco;MA;Tanger-Tétouan;MA-01;;;L1676469;P;35.9;-5.4
Morocco;MA;Tanger-Tétouan;MA-01;;;L1676473;P;35.9;-5.4
Morocco;MA;Tanger-Tétouan;MA-01;;;L1676475;P;35.9;-5.4
Morocco;MA;Tanger-Tétouan;MA-01;;;L1676476;P;35.9;-5.4
Morocco;MA;Tanger-Tétouan;MA-01;;;L1677261;P;35.8;-5.4
Morocco;MA;Tanger-Tétouan;MA-01;;;L1677279;P;35.9;-5.5
Morocco;MA;Tanger-Tétouan;MA-01;;;L1677281;P;35.9;-5.4
Morocco;MA;Tanger-Tétouan;MA-01;;;L1677284;P;35.9;-5.5
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1677915;P;30.1;-9.7
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1677918;P;30.1;-9.7
Morocco;MA;Meknès-Tafilal;MA-06;;;L1678126;P;31.3;-4.3
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1678132;P;31.3;-6.1
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1678134;P;30;-9.7
Morocco;MA;Tanger-Tétouan;MA-01;;;L1678210;P;35.9;-5.4
Morocco;MA;Tanger-Tétouan;MA-01;;;L1678213;P;35.9;-5.4
Morocco;MA;Tanger-Tétouan;MA-01;;;L1678214;P;35.8;-5.6
Morocco;MA;Tanger-Tétouan;MA-01;;;L1678216;P;35.5;-6
Morocco;MA;Tanger-Tétouan;MA-01;;;L1678529;P;35.2;-6.1
Morocco;MA;Tanger-Tétouan;MA-01;;;L1678558;P;35.7;-5.9
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1678933;P;30;-9.6
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1678941;P;30;-9.6
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1678945;P;30;-9.7
Morocco;MA;Marrakech-Tensi;MA-11;;;L1679632;P;31.2;-8
Morocco;MA;Marrakech-Tensi;MA-11;;;L1679655;P;31.2;-8
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1679656;P;30.9;-8.3
Morocco;MA;Marrakech-Tensi;MA-11;;;L1679657;P;30.9;-8.3
Morocco;MA;Guelmim-Es Smar;MA-14;;;L1679658;P;29;-10.1
Morocco;MA;Guelmim-Es Smar;MA-14;;;L1679660;P;28.9;-10.2
Morocco;MA;Guelmim-Es Smar;MA-14;;;L1679660;P;28.8;-10.3
Morocco;MA;Guelmim-Es Smar;MA-14;;;L1679660;P;28.8;-10.3
Morocco;MA;Guelmim-Es Smar;MA-14;;;L1679660;P;28.8;-10.3
Morocco;MA;Guelmim-Es Smar;MA-14;;;L1679661;P;28.8;-10.3
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L1679664;P;33.8;-5.9
Morocco;MA;Marrakech-Tensi;MA-11;;;L1680000;P;31.6;-8
Morocco;MA;Fès-Boulemane ;MA-05;;;L1680337;P;33.2;-4.7
Morocco;MA;Fès-Boulemane ;MA-05;;;L1680338;P;33.3;-4.7
Morocco;MA;Marrakech-Tensi;MA-11;;;L1680385;P;31.2;-7.9
Morocco;MA;Marrakech-Tensi;MA-11;;;L1680392;P;31.2;-7.9
Morocco;MA;Marrakech-Tensi;MA-11;;;L1680394;P;31.1;-7.9
Morocco;MA;Marrakech-Tensi;MA-11;;;L1684463;P;31.7;-8
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1685393;P;30.9;-7.2
Morocco;MA;Tanger-Tétouan;MA-01;;;L1685397;P;35.9;-5.4
Morocco;MA;Tanger-Tétouan;MA-01;;;L1685398;P;35.9;-5.4
Morocco;MA;Tanger-Tétouan;MA-01;;;L1685399;P;35.9;-5.5
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1685403;P;31.5;-5.9
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1685404;P;31.5;-6
Morocco;MA;Marrakech-Tensi;MA-11;;;L1685404;P;31.5;-7.4
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1685407;P;31.4;-5.8
Morocco;MA;Meknès-Tafilal;MA-06;;;L1685409;P;31.3;-4.2
Morocco;MA;Meknès-Tafilal;MA-06;;;L1685409;P;31.2;-3.9
Morocco;MA;Meknès-Tafilal;MA-06;;;L1685411;P;31.3;-4
Morocco;MA;Meknès-Tafilal;MA-06;;;L1685414;P;32.3;-4.4
Morocco;MA;Meknès-Tafilal;MA-06;;;L1685415;P;32.8;-4.9
Morocco;MA;Meknès-Tafilal;MA-06;;;L1685418;P;33.4;-5.2
Morocco;MA;Gharb-Chrarda-B;MA-02;;;L1685418;P;34.3;-6.7
Morocco;MA;Gharb-Chrarda-B;MA-02;;;L1685420;P;34.2;-6.7
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1685421;P;31.3;-7.4
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1685467;P;31.3;-7.2
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1685467;P;31.3;-7.2
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1685476;P;31.2;-7.1
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1685507;P;31.1;-7.1
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1685730;P;30.5;-9.7
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1685738;P;30.9;-6.9
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1685970;P;30.6;-9.5
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1685972;P;30.4;-9.6
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1686022;P;30.9;-6.9
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1686030;P;30.6;-9.5
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1686078;P;31.3;-6.2
Morocco;MA;Tanger-Tétouan;MA-01;;;L1686178;P;35.9;-5.5
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1686199;P;31.4;-6.1
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1686431;P;30.8;-9.8
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1686683;P;31.3;-5.9
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1686688;P;31.4;-5.7
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1686732;P;31.5;-5.3
Morocco;MA;Meknès-Tafilal;MA-06;;;L1686810;P;31.5;-4.6
Morocco;MA;Meknès-Tafilal;MA-06;;;L1687507;P;31.2;-4.3
Morocco;MA;Grand Casablanc;MA-08;;;L1687541;P;33.5;-7.6
Morocco;MA;Guelmim-Es Smar;MA-14;;;L1687760;P;29;-9.9
Morocco;MA;Tanger-Tétouan;MA-01;;;L1687828;H;35.2;-6
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1688005;P;30.4;-9.6
Morocco;MA;Meknès-Tafilal;MA-06;;;L1688116;P;31.2;-5.2
Morocco;MA;Meknès-Tafilal;MA-06;;;L1688116;P;31.1;-5.2
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1688159;P;31.5;-5.4
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1688202;P;30.4;-9.6
Morocco;MA;Grand Casablanc;MA-08;;;L1688225;P;33.6;-7.6
Morocco;MA;Fès-Boulemane ;MA-05;;;L1688635;P;34.1;-5
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1688918;P;31.4;-5.9
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1688960;P;31.3;-6.1
Morocco;MA;Grand Casablanc;MA-08;;;L1688961;P;33.4;-7.6
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1689027;P;30.4;-9.6
Morocco;MA;Marrakech-Tensi;MA-11;;;L1689514;P;31.6;-8
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1689844;P;30.9;-7.3
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1689852;P;30.6;-7.2
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1689928;P;30.7;-8.1
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1689935;P;30.7;-8.3
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1689947;P;30.7;-8.5
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1690172;P;31.1;-6.6
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1690445;P;30.4;-9.5
Morocco;MA;Marrakech-Tensi;MA-11;;;L1690733;P;31.4;-7.4
Morocco;MA;Meknès-Tafilal;MA-06;;;L1690736;P;31.5;-4.5
Morocco;MA;Meknès-Tafilal;MA-06;;;L1690737;P;31.2;-3.9
Morocco;MA;Meknès-Tafilal;MA-06;;;L1690737;P;31.2;-3.9
Morocco;MA;Meknès-Tafilal;MA-06;;;L1690737;P;31.1;-4
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1691043;P;30.6;-9.8
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1691066;P;30.6;-9.8
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1691070;P;30.5;-9.7
Morocco;MA;Tanger-Tétouan;MA-01;;;L1691137;P;35.7;-5.8
Morocco;MA;Marrakech-Tensi;MA-11;;;L1691627;P;31.6;-8
Morocco;MA;Marrakech-Tensi;MA-11;;;L1691770;P;31.5;-7.9
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1692420;P;30.4;-9.6
Morocco;MA;Meknès-Tafilal;MA-06;;;L1692598;P;33.9;-5.6
Morocco;MA;Marrakech-Tensi;MA-11;;;L1692804;P;31;-9
Morocco;MA;Marrakech-Tensi;MA-11;;;L1692826;P;31.6;-8
Morocco;MA;Grand Casablanc;MA-08;;;L1693049;P;33.6;-7.7
Morocco;MA;Marrakech-Tensi;MA-11;;;L1693706;P;32.6;-7.8
Morocco;MA;Chaouia-Ouardig;MA-09;;;L1693729;P;33.8;-7.3
Morocco;MA;Chaouia-Ouardig;MA-09;;;L1693762;P;33.8;-7.2
Morocco;MA;Rabat-Salé-Zem;MA-07;;;L1693787;P;34;-6.8
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1694682;P;30.3;-5.8
Morocco;MA;Fès-Boulemane ;MA-05;;;L1694726;P;34.1;-5
Morocco;MA;L'Oriental     ;MA-04;;;L1694742;P;34.7;-1.9
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1694862;P;30.3;-5.8
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1694984;P;30.9;-7.2
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1695292;P;30.2;-5.5
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1695335;P;30.2;-5.5
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1695393;P;30.1;-5.5
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1695495;P;30.4;-9.6
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1695695;P;30;-5.5
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1695890;P;30;-5.5
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1695892;P;30.9;-7
Morocco;MA;Grand Casablanc;MA-08;;;L1695911;P;33.6;-7.7
Morocco;MA;Doukkala-Abda  ;MA-10;;;L1695965;P;33.3;-8.5
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1696316;P;29.8;-5.7
Morocco;MA;Marrakech-Tensi;MA-11;;;L1696419;H;31.4;-7.4
Morocco;MA;Marrakech-Tensi;MA-11;;;L1700548;P;31.2;-7.8
Morocco;MA;Marrakech-Tensi;MA-11;;;L1700559;P;31.2;-7.8
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1700646;P;30.4;-8.9
Morocco;MA;Marrakech-Tensi;MA-11;;;L1701125;P;31.4;-7.7
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1701507;P;30.4;-8.8
Morocco;MA;Marrakech-Tensi;MA-11;;;L1701786;P;31.6;-8
Morocco;MA;Marrakech-Tensi;MA-11;;;L1702316;P;31.6;-8
Morocco;MA;Marrakech-Tensi;MA-11;;;L1702382;P;31.4;-7.4
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1702966;P;31;-6.8
Morocco;MA;Meknès-Tafilal;MA-06;;;L1703054;P;31;-5.3
Morocco;MA;Sous-Massa-Draa;MA-13;;;L1703080;P;31;-6.8
Morocco;MA;Meknès-Tafilal;MA-06;;;L1703801;P;31;-5.3
Morocco;MA;Meknès-Tafilal;MA-06;;;L1703842;P;31;-5.3
Morocco;MA;Grand Casablanc;MA-08;;;L1704593;P;33.5;-7.8
